show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description
s756,Movie,Netflix Title 756,,"Actor 396, Actor 796",South Korea,"January 02, 2016",1983,TV-MA,Action,This is a movie released in 1983.
s757,TV Show,Netflix Title 757,,,India,"July 29, 2023",2017,TV-MA,Drama,
s758,TV Show,Netflix Title 758,,,,,2011,G,Drama,
s759,TV Show,Netflix Title 759,,"Actor 175, Actor 727",,,1981,PG-13,Romance,This is a tv show released in 1981.
s760,TV Show,Netflix Title 760,,"Actor 162, Actor 634",France,"June 12, 2019",2006,TV-PG,Documentary,
s761,TV Show,Netflix Title 761,,,United States,"January 26, 2019",2013,TV-PG,Thriller,
s762,Movie,Netflix Title 762,Director 104,,India,"February 04, 2020",1992,TV-14,Romance,This is a movie released in 1992.
s763,Movie,Netflix Title 763,,"Actor 19, Actor 755",South Korea,"February 23, 2017",1983,PG,Romance,
s764,Movie,Netflix Title 764,,"Actor 46, Actor 621",Japan,,1982,,Romance,This is a movie released in 1982.
s765,Movie,Netflix Title 765,,,Japan,,2010,,Drama,
s766,TV Show,Netflix Title 766,Director 242,"Actor 316, Actor 936",France,,1983,,Drama,This is a tv show released in 1983.
s767,Movie,Netflix Title 767,Director 111,"Actor 273, Actor 973",United Kingdom,"November 26, 2023",1997,G,Horror,This is a movie released in 1997.
s768,TV Show,Netflix Title 768,,"Actor 453, Actor 586",France,"September 10, 2021",2000,PG-13,Documentary,This is a tv show released in 2000.
s769,TV Show,Netflix Title 769,Director 207,"Actor 186, Actor 670",Canada,"August 13, 2023",2016,TV-PG,Action,
s770,Movie,Netflix Title 770,,,South Korea,"November 27, 2019",2000,TV-MA,Comedy,
s771,TV Show,Netflix Title 771,Director 158,,Japan,,1984,TV-14,Comedy,This is a tv show released in 1984.
s772,Movie,Netflix Title 772,,,,,2004,TV-PG,Action,This is a movie released in 2004.
s773,Movie,Netflix Title 773,,"Actor 136, Actor 960",India,"May 30, 2021",1996,PG-13,Drama,This is a movie released in 1996.
s774,Movie,Netflix Title 774,,,France,,1992,TV-PG,Thriller,
s775,TV Show,Netflix Title 775,,,Canada,,2001,PG-13,Horror,
s776,TV Show,Netflix Title 776,Director 31,,India,"May 27, 2024",2014,,Thriller,This is a tv show released in 2014.
s777,Movie,Netflix Title 777,Director 81,,,,2010,TV-MA,Action,
s778,TV Show,Netflix Title 778,Director 218,"Actor 40, Actor 595",France,,2004,PG-13,Horror,
s779,Movie,Netflix Title 779,,"Actor 253, Actor 722",Canada,"November 09, 2018",2017,TV-MA,Drama,
s780,Movie,Netflix Title 780,Director 84,"Actor 35, Actor 650",South Korea,,1990,TV-PG,Documentary,This is a movie released in 1990.
s781,TV Show,Netflix Title 781,,"Actor 409, Actor 711",France,,2024,PG-13,Drama,
s782,TV Show,Netflix Title 782,,"Actor 138, Actor 678",United Kingdom,,2014,PG,Comedy,This is a tv show released in 2014.
s783,TV Show,Netflix Title 783,Director 190,,United States,"November 05, 2020",2016,R,Action,This is a tv show released in 2016.
s784,Movie,Netflix Title 784,,"Actor 162, Actor 901",France,,2015,TV-14,Drama,
s785,TV Show,Netflix Title 785,,,India,"February 14, 2020",2002,R,Comedy,This is a tv show released in 2002.
s786,Movie,Netflix Title 786,Director 65,"Actor 55, Actor 803",Canada,"May 26, 2020",2003,G,Thriller,This is a movie released in 2003.
s787,TV Show,Netflix Title 787,Director 237,,,"September 28, 2022",1987,TV-MA,Drama,This is a tv show released in 1987.
s788,TV Show,Netflix Title 788,Director 13,,United Kingdom,"February 09, 2017",2017,,Romance,This is a tv show released in 2017.
s789,Movie,Netflix Title 789,,"Actor 351, Actor 870",United Kingdom,,1986,R,Horror,
s790,TV Show,Netflix Title 790,,,Canada,"June 26, 2016",2002,G,Romance,This is a tv show released in 2002.
s791,Movie,Netflix Title 791,,,India,,2003,PG-13,Comedy,
s792,TV Show,Netflix Title 792,Director 12,"Actor 29, Actor 827",Canada,"December 23, 2018",1999,PG,Drama,This is a tv show released in 1999.
s793,TV Show,Netflix Title 793,Director 260,"Actor 299, Actor 654",South Korea,"February 02, 2017",2019,TV-14,Thriller,This is a tv show released in 2019.
s794,TV Show,Netflix Title 794,Director 233,,Canada,"October 25, 2023",2001,PG-13,Thriller,This is a tv show released in 2001.
s795,TV Show,Netflix Title 795,Director 75,"Actor 259, Actor 968",France,"September 11, 2022",2006,PG-13,Horror,This is a tv show released in 2006.
s796,Movie,Netflix Title 796,Director 31,,Canada,,2023,TV-14,Action,
s797,TV Show,Netflix Title 797,,,Canada,"December 04, 2019",2004,PG,Thriller,This is a tv show released in 2004.
s798,Movie,Netflix Title 798,Director 121,,France,,1992,TV-PG,Drama,This is a movie released in 1992.
s799,Movie,Netflix Title 799,,,United Kingdom,,1986,TV-MA,Thriller,This is a movie released in 1986.
s800,Movie,Netflix Title 800,Director 256,"Actor 209, Actor 821",United States,,1981,G,Documentary,
s801,TV Show,Netflix Title 801,,"Actor 426, Actor 878",,"December 22, 2022",1995,G,Comedy,This is a tv show released in 1995.
s802,Movie,Netflix Title 802,Director 236,"Actor 50, Actor 771",,"June 29, 2019",1981,,Horror,
s803,TV Show,Netflix Title 803,,"Actor 385, Actor 861",India,"September 27, 2019",2020,PG-13,Horror,This is a tv show released in 2020.
s804,Movie,Netflix Title 804,,,India,,2019,,Horror,This is a movie released in 2019.
s805,Movie,Netflix Title 805,,"Actor 109, Actor 692",South Korea,,2021,R,Horror,
s806,Movie,Netflix Title 806,,,India,"March 02, 2020",2000,TV-MA,Thriller,
s807,Movie,Netflix Title 807,Director 118,,Canada,"November 07, 2022",1982,TV-14,Action,This is a movie released in 1982.
s808,TV Show,Netflix Title 808,Director 197,,Canada,,2018,TV-14,Drama,
s809,Movie,Netflix Title 809,,,France,,2024,TV-MA,Thriller,
s810,Movie,Netflix Title 810,,"Actor 6, Actor 733",Japan,,1992,TV-PG,Documentary,
s811,TV Show,Netflix Title 811,,"Actor 151, Actor 614",United Kingdom,,1994,TV-PG,Documentary,This is a tv show released in 1994.
s812,Movie,Netflix Title 812,Director 35,,India,,1999,G,Comedy,
s813,TV Show,Netflix Title 813,Director 187,"Actor 168, Actor 643",United Kingdom,,1988,TV-MA,Comedy,
s814,TV Show,Netflix Title 814,Director 107,,,"February 01, 2016",2012,TV-PG,Thriller,
s815,Movie,Netflix Title 815,,"Actor 5, Actor 824",Canada,,2018,PG,Thriller,This is a movie released in 2018.
s816,TV Show,Netflix Title 816,Director 272,"Actor 281, Actor 670",,"May 13, 2020",1998,TV-14,Documentary,This is a tv show released in 1998.
s817,Movie,Netflix Title 817,Director 165,"Actor 499, Actor 867",South Korea,"November 05, 2023",2021,,Thriller,
s818,Movie,Netflix Title 818,Director 28,"Actor 65, Actor 738",Canada,"August 27, 2023",2021,TV-MA,Romance,This is a movie released in 2021.
s819,Movie,Netflix Title 819,,"Actor 331, Actor 707",United States,"April 28, 2016",1994,R,Romance,
s820,TV Show,Netflix Title 820,Director 165,"Actor 430, Actor 888",South Korea,,2013,,Documentary,This is a tv show released in 2013.
s821,Movie,Netflix Title 821,Director 212,,,"March 21, 2019",1993,G,Drama,This is a movie released in 1993.
s822,Movie,Netflix Title 822,,,United Kingdom,,2011,PG,Horror,
s823,Movie,Netflix Title 823,,"Actor 71, Actor 947",United Kingdom,"July 09, 2020",2021,TV-PG,Horror,This is a movie released in 2021.
s824,TV Show,Netflix Title 824,,"Actor 143, Actor 607",France,,2010,TV-PG,Romance,
s825,Movie,Netflix Title 825,,"Actor 227, Actor 918",United Kingdom,"March 20, 2018",1992,TV-MA,Action,This is a movie released in 1992.
s826,TV Show,Netflix Title 826,,"Actor 21, Actor 959",,,2013,G,Horror,This is a tv show released in 2013.
s827,TV Show,Netflix Title 827,Director 233,,India,,1983,TV-PG,Thriller,This is a tv show released in 1983.
s828,Movie,Netflix Title 828,,"Actor 105, Actor 637",United States,,2004,G,Horror,This is a movie released in 2004.
s829,TV Show,Netflix Title 829,Director 25,"Actor 49, Actor 505",,"April 25, 2020",2011,,Romance,This is a tv show released in 2011.
s830,TV Show,Netflix Title 830,,"Actor 156, Actor 558",South Korea,,2010,TV-PG,Thriller,
s831,TV Show,Netflix Title 831,Director 61,"Actor 365, Actor 580",South Korea,"June 28, 2019",2010,TV-MA,Comedy,This is a tv show released in 2010.
s832,Movie,Netflix Title 832,Director 260,,France,"January 09, 2021",1981,TV-PG,Comedy,
s833,Movie,Netflix Title 833,,"Actor 52, Actor 756",,"August 13, 2020",1989,TV-MA,Documentary,
s834,TV Show,Netflix Title 834,,"Actor 337, Actor 607",Japan,,2019,TV-14,Drama,
s835,TV Show,Netflix Title 835,Director 91,"Actor 316, Actor 771",India,,2014,TV-14,Documentary,This is a tv show released in 2014.
s836,TV Show,Netflix Title 836,,"Actor 235, Actor 958",United Kingdom,,2014,G,Documentary,This is a tv show released in 2014.
s837,TV Show,Netflix Title 837,,"Actor 418, Actor 833",South Korea,,2022,TV-MA,Documentary,This is a tv show released in 2022.
s838,TV Show,Netflix Title 838,,"Actor 379, Actor 911",United States,"March 18, 2019",1982,R,Thriller,
s839,TV Show,Netflix Title 839,,,United Kingdom,,2023,PG-13,Drama,This is a tv show released in 2023.
s840,Movie,Netflix Title 840,,"Actor 460, Actor 931",United States,,2000,R,Thriller,This is a movie released in 2000.
s841,Movie,Netflix Title 841,Director 130,"Actor 43, Actor 550",,"April 17, 2020",1993,PG-13,Horror,
s842,TV Show,Netflix Title 842,Director 188,,South Korea,,2008,R,Thriller,
s843,TV Show,Netflix Title 843,Director 8,,Japan,"August 27, 2021",1980,TV-PG,Romance,This is a tv show released in 1980.
s844,TV Show,Netflix Title 844,Director 138,"Actor 488, Actor 822",,,2005,,Documentary,This is a tv show released in 2005.
s845,TV Show,Netflix Title 845,Director 91,"Actor 328, Actor 686",South Korea,,2014,G,Action,
s846,TV Show,Netflix Title 846,,"Actor 359, Actor 587",United Kingdom,,1993,TV-MA,Horror,This is a tv show released in 1993.
s847,TV Show,Netflix Title 847,Director 136,"Actor 482, Actor 744",South Korea,"November 20, 2019",1994,TV-14,Comedy,
s848,Movie,Netflix Title 848,Director 239,"Actor 81, Actor 879",United States,"April 01, 2021",2001,PG,Drama,This is a movie released in 2001.
s849,TV Show,Netflix Title 849,,,Japan,"April 08, 2019",2019,PG,Documentary,This is a tv show released in 2019.
s850,TV Show,Netflix Title 850,,,Japan,"April 17, 2016",2006,TV-MA,Drama,This is a tv show released in 2006.
s851,TV Show,Netflix Title 851,,"Actor 6, Actor 969",United Kingdom,"November 07, 2017",2002,R,Comedy,This is a tv show released in 2002.
s852,TV Show,Netflix Title 852,Director 243,,,,2014,PG,Action,
s853,Movie,Netflix Title 853,,"Actor 355, Actor 914",United States,"May 26, 2023",1982,PG-13,Thriller,This is a movie released in 1982.
s854,TV Show,Netflix Title 854,Director 88,"Actor 29, Actor 861",,,2016,PG-13,Horror,
s855,Movie,Netflix Title 855,,,,,1994,R,Thriller,This is a movie released in 1994.
s856,Movie,Netflix Title 856,,,United Kingdom,"March 27, 2019",2004,PG-13,Comedy,
s857,TV Show,Netflix Title 857,Director 36,"Actor 253, Actor 924",,"May 23, 2022",1994,TV-MA,Horror,
s858,TV Show,Netflix Title 858,,"Actor 155, Actor 785",United Kingdom,"October 01, 2015",2014,TV-MA,Drama,
s859,Movie,Netflix Title 859,Director 228,"Actor 338, Actor 875",Canada,,2015,TV-PG,Documentary,
s860,Movie,Netflix Title 860,,,South Korea,"August 27, 2024",2008,TV-14,Documentary,
s861,Movie,Netflix Title 861,,,Japan,"July 03, 2019",2015,PG-13,Documentary,
s862,TV Show,Netflix Title 862,,,France,,1984,R,Drama,This is a tv show released in 1984.
s863,TV Show,Netflix Title 863,Director 219,"Actor 449, Actor 878",South Korea,"June 08, 2019",1998,,Horror,
s864,Movie,Netflix Title 864,Director 293,,,"August 09, 2017",2010,PG,Action,This is a movie released in 2010.
s865,TV Show,Netflix Title 865,,,South Korea,,1999,G,Drama,This is a tv show released in 1999.
s866,TV Show,Netflix Title 866,,"Actor 277, Actor 613",India,,2008,G,Drama,
s867,TV Show,Netflix Title 867,,"Actor 163, Actor 737",United States,,2011,TV-14,Documentary,
s868,TV Show,Netflix Title 868,,,France,,1984,PG,Documentary,This is a tv show released in 1984.
s869,Movie,Netflix Title 869,,,South Korea,"April 19, 2020",2000,PG,Romance,This is a movie released in 2000.
s870,TV Show,Netflix Title 870,Director 195,"Actor 261, Actor 557",France,"November 16, 2017",1982,PG,Action,This is a tv show released in 1982.
s871,TV Show,Netflix Title 871,Director 263,,Japan,"March 16, 2015",2003,TV-MA,Documentary,This is a tv show released in 2003.
s872,TV Show,Netflix Title 872,Director 26,"Actor 225, Actor 983",Canada,"June 11, 2023",1996,R,Action,This is a tv show released in 1996.
s873,TV Show,Netflix Title 873,,,South Korea,"September 12, 2016",2003,,Thriller,This is a tv show released in 2003.
s874,Movie,Netflix Title 874,,"Actor 60, Actor 665",Japan,"March 24, 2015",1981,TV-14,Drama,
s875,Movie,Netflix Title 875,Director 74,,France,"February 03, 2016",2005,PG,Comedy,
s876,TV Show,Netflix Title 876,Director 123,"Actor 137, Actor 687",Japan,"May 09, 2015",2006,PG,Action,
s877,TV Show,Netflix Title 877,Director 254,,South Korea,"June 30, 2021",1981,TV-PG,Romance,
s878,Movie,Netflix Title 878,,,United Kingdom,,2012,R,Drama,This is a movie released in 2012.
s879,TV Show,Netflix Title 879,,"Actor 186, Actor 948",Japan,"September 18, 2022",2015,PG,Horror,
s880,Movie,Netflix Title 880,,,,"July 09, 2019",1987,PG,Romance,
s881,Movie,Netflix Title 881,,"Actor 77, Actor 581",France,,1984,TV-14,Comedy,This is a movie released in 1984.
s882,Movie,Netflix Title 882,Director 167,,,,2019,R,Romance,
s883,TV Show,Netflix Title 883,,,India,"June 09, 2016",1985,,Romance,This is a tv show released in 1985.
s884,TV Show,Netflix Title 884,Director 276,,,,2000,TV-PG,Documentary,This is a tv show released in 2000.
s885,TV Show,Netflix Title 885,,,India,"August 14, 2021",2017,PG-13,Romance,This is a tv show released in 2017.
s886,TV Show,Netflix Title 886,,"Actor 1, Actor 997",France,"February 21, 2016",1995,TV-PG,Thriller,This is a tv show released in 1995.
s887,Movie,Netflix Title 887,,"Actor 345, Actor 949",India,"October 17, 2016",1993,PG,Comedy,This is a movie released in 1993.
s888,TV Show,Netflix Title 888,Director 80,,United Kingdom,,2024,TV-PG,Romance,This is a tv show released in 2024.
s889,TV Show,Netflix Title 889,Director 6,"Actor 271, Actor 867",,,1991,G,Documentary,This is a tv show released in 1991.
s890,TV Show,Netflix Title 890,,,Canada,"August 15, 2016",1997,TV-14,Documentary,This is a tv show released in 1997.
s891,Movie,Netflix Title 891,Director 188,,Canada,,1997,TV-14,Thriller,
s892,Movie,Netflix Title 892,,,France,"November 25, 2017",1990,TV-MA,Thriller,
s893,TV Show,Netflix Title 893,,"Actor 303, Actor 609",United States,,1983,R,Action,
s894,Movie,Netflix Title 894,Director 101,,Japan,,1982,TV-PG,Comedy,
s895,Movie,Netflix Title 895,Director 242,,Canada,,2000,TV-MA,Action,
s896,TV Show,Netflix Title 896,Director 178,,United Kingdom,,2009,TV-MA,Action,
s897,TV Show,Netflix Title 897,,"Actor 485, Actor 861",South Korea,,1999,TV-PG,Comedy,
s898,TV Show,Netflix Title 898,Director 220,"Actor 226, Actor 723",Japan,,1999,TV-MA,Comedy,
s899,Movie,Netflix Title 899,Director 102,,Japan,,1985,TV-PG,Thriller,
s900,TV Show,Netflix Title 900,Director 46,"Actor 475, Actor 582",South Korea,,1980,TV-14,Documentary,This is a tv show released in 1980.
s901,Movie,Netflix Title 901,,"Actor 154, Actor 585",United States,"August 30, 2017",2016,TV-PG,Action,This is a movie released in 2016.
s902,TV Show,Netflix Title 902,Director 40,"Actor 389, Actor 862",Canada,"January 03, 2019",2009,,Thriller,
s903,TV Show,Netflix Title 903,Director 234,,United States,"June 26, 2019",2015,PG-13,Thriller,This is a tv show released in 2015.
s904,TV Show,Netflix Title 904,Director 245,"Actor 161, Actor 665",Canada,,2020,G,Horror,
s905,TV Show,Netflix Title 905,,"Actor 279, Actor 867",Japan,,1993,TV-14,Documentary,
s906,TV Show,Netflix Title 906,,,India,"November 16, 2022",2007,R,Documentary,This is a tv show released in 2007.
s907,TV Show,Netflix Title 907,,,France,,2015,TV-MA,Action,This is a tv show released in 2015.
s908,Movie,Netflix Title 908,,,Japan,,2010,TV-PG,Thriller,This is a movie released in 2010.
s909,TV Show,Netflix Title 909,,"Actor 102, Actor 900",Japan,"December 24, 2016",2016,R,Thriller,
s910,Movie,Netflix Title 910,,,United States,,2010,G,Thriller,
s911,TV Show,Netflix Title 911,Director 239,,France,,2021,TV-PG,Romance,
s912,Movie,Netflix Title 912,Director 64,,,"May 22, 2020",1996,TV-PG,Comedy,
s913,Movie,Netflix Title 913,Director 141,"Actor 395, Actor 838",India,"August 17, 2019",2005,R,Horror,
s914,TV Show,Netflix Title 914,Director 192,"Actor 361, Actor 919",,"January 14, 2015",1988,R,Thriller,This is a tv show released in 1988.
s915,TV Show,Netflix Title 915,,,India,"October 18, 2019",1981,TV-PG,Romance,This is a tv show released in 1981.
s916,TV Show,Netflix Title 916,Director 281,,United States,,2020,TV-PG,Action,This is a tv show released in 2020.
s917,TV Show,Netflix Title 917,,,United States,"January 23, 2023",2024,PG,Romance,
s918,TV Show,Netflix Title 918,,"Actor 146, Actor 782",United States,"November 16, 2015",1994,TV-14,Thriller,This is a tv show released in 1994.
s919,TV Show,Netflix Title 919,,,India,"May 19, 2016",1997,PG,Action,
s920,Movie,Netflix Title 920,Director 135,,South Korea,,1987,R,Documentary,This is a movie released in 1987.
s921,Movie,Netflix Title 921,,"Actor 250, Actor 622",United States,"April 09, 2018",2007,PG-13,Horror,
s922,Movie,Netflix Title 922,Director 241,"Actor 450, Actor 718",Japan,"September 12, 2017",1981,TV-MA,Documentary,This is a movie released in 1981.
s923,Movie,Netflix Title 923,Director 212,,India,"October 23, 2024",1986,TV-MA,Horror,
s924,TV Show,Netflix Title 924,,"Actor 192, Actor 816",,"September 16, 2023",2005,PG-13,Drama,This is a tv show released in 2005.
s925,TV Show,Netflix Title 925,Director 38,"Actor 295, Actor 939",France,,2021,R,Action,This is a tv show released in 2021.
s926,Movie,Netflix Title 926,Director 90,,South Korea,"January 20, 2016",2002,G,Horror,
s927,Movie,Netflix Title 927,,"Actor 237, Actor 726",United States,,1990,TV-MA,Thriller,This is a movie released in 1990.
s928,Movie,Netflix Title 928,,"Actor 138, Actor 748",South Korea,,1990,TV-PG,Horror,This is a movie released in 1990.
s929,Movie,Netflix Title 929,,"Actor 309, Actor 955",United Kingdom,"June 04, 2024",2019,PG,Comedy,
